school_latitude,school_longitude,school_zip,total_price_excluding_opt_donation,total_price_including_opt_donation,students_reached,total_donations,num_donors
27.153376,-81.883171,34266,146.55,172.41,20,172.41,2
40.715209,-73.886256,11379,438.87,516.32,6,50,1
32.737862,-97.007141,75051,243.08,285.98,22,283.5,6
34.101906,-118.251938,90039,205.06,241.25,26,223.6,7
37.773456,-122.290179,94501,493.46,580.54,475,0,0
34.231735,-118.395042,91352,246.16,289.6,10,288.19,6
34.011936,-118.308342,90062,152.43,179.33,25,179.33,6
34.250046,-118.425522,91331,1839.4,2164,300,0,0
34.041373,-118.32501,90019,648.91,763.42,26,75,2
33.998514,-118.262645,90011,378.94,445.81,25,0,0
33.977806,-118.177254,90201,590.93,695.21,75,95,3
41.356812,-72.961319,6514,1216.24,1430.87,20,0,0
33.69821548,-84.48876953,30311,237.23,279.09,30,135,5
33.98288,-118.40976,90230,184.11,216.6,21,10,1
33.991417,-118.264108,90011,392.1,461.29,58,0,0
40.587337,-111.81694,84093,383.75,451.47,90,0,0
32.818612,-117.107477,92124,244.07,287.14,8,115,2
40.839306,-73.911385,10457,391.11,460.13,125,454.84,5
33.986647,-118.219109,90255,172.47,202.91,200,202.91,1
34.254704,-118.514389,91325,301.47,354.67,40,0,0
34.629128,-82.475398,29697,303.16,356.66,60,50,1
34.27036285,-118.4398651,91340,171.2,201.41,190,201.41,5
35.283284,-77.871616,27534,335.3,394.47,30,0,0
34.031132,-118.206207,90023,372.75,438.53,23,0,0
41.870892,-87.699366,60612,383.16,450.78,600,450.78,8
29.96742058,-90.09311676,70119,293.79,345.64,23,345.63,8
41.334105,-87.802193,60468,398.37,468.67,20,0,0
35.953404,-95.370506,74467,691.8,813.88,20,395,10
42.155319,-84.036751,48158,265.59,312.46,84,125,4
37.865503,-122.294867,94710,710.89,836.34,21,836.35,3
32.743709,-117.086225,92105,710.89,836.34,18,0,0
34.252571,-118.476763,91343,595.83,700.98,24,0,0
34.295993,-118.420932,91340,250.21,294.36,22,0,0
39.209218,-84.51906,45224,474.42,558.14,20,558.14,6
40.700741,-73.782224,11433,511.04,601.22,25,25,1
33.995541,-118.413376,90230,366.76,431.48,56,431.48,8
34.058041,-118.26159,90017,583,685.88,140,35,2
40.715298,-73.954837,11211,473.15,556.65,50,552.24,4
40.703834,-73.953064,11206,372.69,438.46,100,100,1
34.167583,-118.458549,91411,563.08,662.45,58,15,1
35.536879,-84.353906,37354,449.43,528.74,100,520.09,3
30.121966,-95.223192,77357,900.89,1059.87,105,1059.87,1
42.334761,-83.116813,48210,293.72,345.55,50,345.55,5
33.43342,-112.306563,85323,343.68,404.33,11,396.65,9
32.63103104,-97.28544617,76140,186.03,218.86,24,218.85,5
33.41508517,-111.5558541,85120,318.61,374.84,150,374.83,3
34.077117,-117.655791,91762,292.54,344.16,35,344.16,11
39.002391,-94.283886,64015,314.52,370.02,80,0,0
37.235113,-121.830404,95123,763.43,898.15,90,898.15,2
32.716687,-97.334487,76110,736.18,866.09,20,0,0
40.562673,-78.079109,16611,406.79,478.58,75,0,0
42.004475,-87.810775,60631,143.64,168.99,23,168.81,8
41.839646,-87.640404,60616,683.4,804,40,804,21
33.8365659,-87.27684706,35501,292.16,343.72,675,25,1
41.100511,-72.369056,11944,435.22,512.02,18,503.2,14
37.690075,-121.770599,94551,519.41,611.07,170,565.24,2
32.805327,-117.107857,92124,167.56,197.13,30,197.13,9
33.951889,-118.236862,90002,228.79,269.16,20,258.62,4
40.514498,-107.5914,81625,892.85,1050.41,21,10,1
41.20930432,-106.7923777,82325,383.69,451.4,11,451.4,1
33.820578,-118.376737,90277,397.87,468.08,62,468.08,1
33.951889,-118.236862,90002,300.56,353.6,19,0,0
39.248016,-121.016319,95959,503.51,592.36,40,592.36,1
40.441932,-78.84335,15909,796,936.47,50,925.88,8
34.90658334,-81.92445811,29306,225.74,265.58,25,0,0
43.090595,-87.975235,53216,358.68,421.98,170,420.21,4
37.510605,-77.466507,23224,169.96,199.95,60,199.95,1
35.01073006,-117.8833687,95212,268.29,315.64,30,50,1
36.275491,-86.278027,37087,292.56,344.19,20,344.19,5
37.97821149,-122.3273516,94806,477.04,561.22,220,556.81,5
38.9357872,-77.05922699,20008,146.2,172,90,172,1
34.410969,-103.240707,88101,226.64,266.64,24,50,2
30.608776,-98.371628,78654,344.42,405.2,17,0,0
34.04719,-118.373764,90035,339.42,399.32,24,0,0
41.807654,-87.673257,60609,358.78,422.09,31,422.09,2
41.308444,-92.641347,52577,331.44,389.93,65,389.93,2
34.113937,-117.88509,91702,338.65,398.41,30,398.42,3
35.536879,-84.353906,37354,440.78,518.56,72,510.44,4
41.803885,-87.590334,60615,157.85,185.71,100,185.71,3
26.92644,-82.333595,34224,2076.88,2443.39,100,2443.39,1
27.055902,-82.188098,34286,432.51,508.84,18,0,0
38.050482,-121.332873,95209,624.44,734.64,32,734.64,1
44.877976,-98.515363,57469,264.98,311.74,300,311.74,1
40.218281,-74.008301,7712,609.67,717.26,25,717.26,11
41.254107,-110.947772,82930,469.92,552.85,19,0,0
32.887589,-96.80983,75229,162.08,190.68,48,190.68,4
34.182137,-118.424728,91401,475.29,559.16,23,558.98,6
36.275491,-86.278027,37087,570.33,670.98,20,175,3
42.720252,-71.511064,3062,210.48,247.62,10,247.62,2
39.591766,-82.143096,43730,814.57,958.32,60,0,0
47.397661,-122.301891,98198,480.79,565.64,300,565.64,4
41.57190882,-84.60347004,43543,279.12,328.38,33,310.73,6
39.809969,-84.311369,45426,812.77,956.2,23,956.2,10
44.822839,-93.573788,55318,358.39,421.64,350,0,0
40.455711,-80.023216,15233,381.86,449.25,20,449.25,10
37.63682462,-122.1185913,94545,189.69,223.16,120,223.16,7
34.001809,-118.429048,90066,421.03,495.33,26,0,0
40.62324,-74.437248,7060,447.5,526.47,23,526.47,1
32.960115,-85.12686,30240,355.5,418.24,120,418.24,5
34.240639,-118.446426,91402,744.07,875.38,30,0,0
40.706825,-73.920003,11237,155.52,182.96,90,182.96,4
36.230568,-115.095222,89115,366.58,431.27,120,431.26,8
41.958648,-87.782029,60634,432.65,509,120,509,4
32.040197,-81.009564,31410,437.85,515.12,24,515.12,7
40.810383,-73.922691,10454,157.62,185.44,600,185.44,5
44.727523,-68.814826,4474,420.39,494.58,16,0,0
30.72389,-90.501676,70422,161.56,190.07,19,0,0
32.736869,-117.121949,92104,421.17,495.49,30,0,0
38.136883,-85.580788,40291,794.46,934.66,28,205,5
39.14026581,-76.62389606,21061,247.31,290.95,20,290.95,3
35.701119,-84.325053,37774,209.14,246.05,40,246.05,2
27.875223,-82.325023,33578,391.05,460.06,18,0,0
33.901806,-118.001291,90638,227.48,267.62,29,227.48,1
33.717864,-117.758854,92620,488.44,574.64,100,568.76,4
35.937301,-81.540643,28645,275.26,323.84,18,10,1
32.97723,-97.007015,75019,432.68,509.04,21,509.04,3
36.700132,-121.65776,93906,508.81,598.6,25,588.37,17
42.046019,-87.691828,60201,236.98,278.8,18,0,0
37.27103,-82.939972,41834,427.61,503.07,21,503.07,1
40.817666,-73.952931,10027,434.85,511.59,80,100,1
34.295993,-118.420932,91340,471.74,554.99,22,0,0
41.79294057,-72.70908492,6112,7073.21,8321.42,45,315,5
43.312415,-75.627095,13471,207.35,243.94,15,20,1
39.1228,-86.511125,47401,436.2,513.18,580,370,9
44.825441,-93.608999,55318,833.3,980.35,22,849.8,3
38.60475922,-121.2691727,95670,320.43,376.98,32,376.98,1
33.138397,-117.072195,92027,651.13,766.04,20,141,5
47.502198,-122.346882,98146,517.24,608.52,50,608.34,2
28.544386,-81.436996,32811,178.78,210.33,15,210.33,3
41.745689,-87.692696,60652,556.74,654.99,24,654.98,3
35.016378,-90.025397,38116,290.03,341.21,300,0,0
29.226044,-98.654377,78069,236.65,278.41,45,25,1
33.980059,-118.227945,90255,366.19,430.81,35,10,1
41.425915,-81.720299,44109,431.24,507.34,19,507.34,4
34.728697,-76.912807,28570,646.83,760.98,108,0,0
37.38141701,-85.90337115,42713,744.47,875.85,150,100,1
35.17894015,-80.7679157,28212,445.88,524.56,367,515.04,5
47.447947,-98.119947,58425,369.18,434.33,35,434.33,3
37.714257,-122.168291,94577,481.84,566.87,170,566.87,2
34.232918,-118.429207,91331,348.16,409.6,20,100,1
44.960842,-74.518446,12937,235.97,277.61,40,263.3,7
28.510678,-81.394722,32805,149.44,175.81,25,0,0
42.384572,-83.301256,48239,310.52,365.32,600,356.49,6
41.803885,-87.590334,60615,168.79,198.58,156,198.57,4
34.010367,-118.268408,90011,206.62,243.08,30,243.08,4
35.156066,-84.889557,37311,254.05,298.88,90,290.06,5
36.151051,-95.850999,74128,233.8,275.06,16,275.06,2
30.132754,-95.28969,77365,479.12,563.67,125,542.49,3
32.73183078,-97.37313844,76107,338.99,398.81,100,398.81,1
41.00422,-111.938577,84037,710.75,836.18,25,710.75,1
28.15652424,-81.48204627,34758,394.51,464.13,275,464.13,1
38.699561,-121.369605,95660,710.87,836.32,26,836.32,3
32.312376,-95.480183,75758,278.4,327.53,21,327.53,4
34.202043,-97.109993,73401,341.91,402.25,140,402.25,1
34.03528981,-118.0447114,91733,1503.55,1768.88,120,300,6
33.971302,-118.276108,90003,471.1,554.24,20,554.24,1
40.815224,-73.944298,10030,249.99,294.11,400,267.64,5
43.65001436,-72.41699871,5059,382.02,449.44,20,449.44,6
37.27103,-82.939972,41834,1807,2125.88,20,2125.88,3
35.156955,-90.170672,72301,691.31,813.31,70,813.31,1
40.706825,-73.920003,11237,140.09,164.81,26,164.81,1
30.267262,-97.722198,78702,195.9,230.47,115,227.82,8
35.536879,-84.353906,37354,451.46,531.13,45,507.66,5
41.983316,-87.670903,60660,351.49,413.52,28,396.75,9
37.582237,-120.955055,95307,634,745.88,23,745.88,1
35.519943,-84.362353,37354,442.03,520.04,20,500.54,3
39.82827,-86.112872,46205,512.18,602.56,75,598.15,13
42.393696,-83.190987,48227,271.24,319.11,35,317.34,12
35.313308,-119.103692,93311,489.57,575.96,32,575.97,1
27.949932,-82.756432,33764,361.24,424.99,30,0,0
38.533535,-121.475284,95820,265.75,312.65,40,300.81,6
37.721994,-122.439991,94112,932.18,1096.68,350,1077.27,15
42.398239,-87.838043,60087,156.65,184.29,26,181.65,7
37.824899,-121.987177,94526,710.89,836.34,30,836.35,3
39.177303,-84.48111,45237,504.31,593.31,20,593.31,1
40.592893,-111.881908,84070,324.9,382.24,30,382.24,1
38.615982,-121.502834,95833,666.63,784.27,35,784.27,2
38.631169,-90.302216,63139,292.2,343.76,20,343.76,8
42.419018,-71.018946,2151,589.21,693.19,50,688.78,12
33.725655,-117.993042,92647,426.15,501.35,8,500.47,5
40.05962647,-89.8739972,62675,272.25,320.29,16,306.62,11
32.190956,-110.818909,85730,254.51,299.42,26,299.42,6
39.998205,-75.125511,19134,497.65,585.47,720,277.34,1
39.526557,-111.587362,84646,272.22,320.26,46,320.26,6
41.901481,-87.634568,60610,704.9,829.29,250,829.29,8
34.09295,-118.064949,91780,285.84,336.28,24,0,0
33.472851,-112.213119,85035,478.68,563.15,29,10,1
39.578819,-84.274353,45005,264.06,310.66,36,310.66,1
40.246316,-111.679152,84604,453.25,533.24,75,5,1
40.088598,-75.0287,19115,159.41,187.54,27,187.54,1
37.798401,-120.989309,95320,413.22,486.14,25,486.14,1
28.156909,-82.319557,33647,275.24,323.81,44,323.46,7
35.065874,-78.915426,28303,204.53,240.62,30,0,0
40.788029,-73.26003,11717,439.27,516.79,27,516.79,9
30.56288525,-91.04228027,70818,397.55,467.71,19,100,1
40.706965,-73.945413,11206,482.12,567.2,600,0,0
35.04717636,-92.48677063,72034,513.41,604.01,600,20,2
34.105976,-118.284706,90027,403.71,474.95,25,474.95,6
32.86729,-96.655304,75041,737.14,867.22,22,862.82,12
37.720699,-122.405279,94134,702.69,826.69,50,826.69,2
39.299679,-94.577438,64155,684.66,805.48,358,0,0
42.619214,-73.120572,1220,452.99,532.93,40,50,1
34.04307938,-118.2885284,90006,698.89,822.22,24,817.81,6
40.915193,-73.994096,7621,212.47,249.96,192,249.97,2
33.797386,-84.238754,30021,466.43,548.74,25,0,0
35.19304489,-114.0114096,86401,341.4,401.65,35,384,3
34.288495,-118.433949,91340,399.04,469.46,15,469.46,7
40.90584946,-73.90368652,11001,623.72,733.79,12,733.79,3
37.74620056,-122.4439926,94131,643.56,757.13,66,25,1
33.878363,-118.355388,90260,474.3,558,24,558,5
40.911132,-74.177487,7501,165.52,194.73,20,194.73,1
34.032502,-118.319041,90018,184,216.47,200,216.47,6
45.51677322,-122.4757614,97233,585.74,689.11,30,688.75,11
39.994147,-75.15432,19132,319.43,375.8,75,0,0
41.88759618,-87.70220987,60612,560.57,659.49,28,659.49,15
31.231279,-81.521751,31525,484.86,570.42,30,570.42,7
35.536879,-84.353906,37354,332.54,391.22,100,364.76,4
43.540872,-89.007171,53956,273.32,321.55,18,321.55,7
38.431671,-90.419178,63010,219.54,258.28,600,258.28,10
40.730427,-73.260921,11706,236.98,278.8,45,261.15,5
41.917643,-87.716939,60647,162.91,191.66,120,191.05,4
39.86236711,-86.12173913,46220,416.29,489.75,330,0,0
39.002391,-94.283886,64015,249.98,294.09,20,0,0
47.209866,-122.447392,98408,198.3,233.29,22,233.29,6
40.711255,-73.905115,11385,247.44,291.11,28,291.1,5
33.048949,-97.037459,75077,262.11,308.36,22,0,0
36.084869,-80.325023,27104,175.77,206.79,25,203.26,7
38.542959,-85.76832,47126,907.64,1067.81,23,1066.05,5
34.770995,-89.442375,38635,676.66,796.07,125,140,2
32.000076,-81.262032,31419,488.91,575.19,30,575.19,5
36.098698,-78.863419,27712,252.47,297.02,42,288.2,6
36.07788467,-84.1335144,37716,351.49,413.52,21,25,1
33.819615,-117.984421,92804,893.17,1050.79,100,1041.96,5
38.34746189,-93.28760478,65355,655.98,771.74,18,771.74,2
37.419416,-79.195998,24503,262.32,308.61,17,308.62,4
36.022288,-86.565466,37086,570.92,671.67,20,50,1
43.974815,-88.93856,54923,463.57,545.38,100,545.37,5
35.34335003,-118.9262976,93307,695.14,817.81,20,817.81,1
39.955151,-75.176232,19103,268.02,315.32,50,315.32,4
39.082794,-76.697119,21113,582.52,685.32,350,10,1
33.804066,-118.307233,90710,372.74,438.52,24,60,3
47.325154,-122.176175,98092,443.2,521.41,55,521.41,1
33.915767,-81.217749,29073,338.73,398.51,23,35,1
35.378368,-118.918477,93306,444.18,522.56,7,522.56,1
33.525657,-81.714359,29803,425.34,500.4,110,0,0
39.682359,-104.856787,80012,777.34,914.52,720,0,0
47.701328,-122.192192,98033,215.78,253.86,60,253.86,2
33.856059,-117.331134,92570,197,231.76,40,211.47,4
39.703506,-105.146172,80228,238.31,280.36,25,280.36,1
34.758915,-82.302841,29607,243.3,286.24,25,286.24,5
39.934621,-75.163445,19147,605.24,712.05,400,712.05,3
37.530361,-122.309265,94403,387.59,455.99,150,455.99,6
32.7206,-117.15912,92101,571.42,672.26,93,0,0
35.21720327,-90.0364279,38127,436.84,513.93,120,505.1,22
34.032032,-118.161568,90022,517.55,608.88,120,0,0
44.188532,-70.147684,4236,289.53,340.62,14,25,1
35.09407841,-81.02463663,28278,396.21,466.13,18,20,1
35.83197835,-80.24328218,27536,543.57,639.49,90,636.85,6
47.564652,-122.358196,98106,459.45,540.53,170,540.53,12
30.33621007,-96.53062641,77879,276.2,324.94,25,307.3,4
33.646568,-112.075409,85022,708.45,833.47,30,0,0
32.558752,-84.906354,31909,564.75,664.41,21,35,1
34.65701164,-78.72357875,28332,293.55,345.35,18,0,0
44.975581,-93.061385,55106,151.36,178.07,60,178.07,8
40.689482,-73.402482,11726,170.02,200.02,300,200.02,5
37.943016,-122.364521,94801,410.59,483.05,25,478.64,3
40.902955,-73.963715,7631,309.83,364.51,33,100,1
40.813219,-73.937497,10037,195.58,230.09,18,230.09,1
33.980509,-118.327113,90043,366.46,431.13,21,430.24,6
35.934738,-77.822227,27803,419.03,492.98,600,492.98,3
34.04307938,-118.2885284,90006,726.2,854.35,20,854.35,1
37.730931,-122.483721,94132,1982.35,2332.18,500,595,4
40.632256,-73.973608,11218,495.62,583.08,30,583.08,1
41.958025,-87.702207,60618,143.12,168.38,28,168.38,1
39.81611,-86.283113,46214,442.82,520.96,24,520.96,2
40.732694,-74.006273,10014,287.48,338.21,50,114,3
37.11124204,-92.58315956,65704,162.04,190.64,65,190.64,2
28.525324,-81.320465,32812,661.43,778.15,18,151,1
40.650628,-74.130469,7002,401.05,471.82,16,2.19,1
33.456626,-79.137192,29585,278.91,328.13,18,328.13,1
41.748823,-87.634492,60620,744.48,875.86,30,875.86,2
32.693321,-97.366447,76109,770.49,906.46,250,792.99,4
33.358776,-111.817024,85233,203.55,239.47,30,239.47,2
33.888436,-118.209839,90221,476.86,561.01,167,561.01,2
40.53991846,-81.72160832,44687,844.97,994.08,19,994.09,4
45.23072504,-91.98512185,54762,415.07,488.32,75,488.32,4
32.539446,-84.934498,31909,353.03,415.33,23,6,1
39.321515,-76.665007,21216,193.83,228.04,80,227.15,4
47.573151,-122.290749,98144,300.11,353.07,29,353.07,1
33.407688,-81.678729,29809,445.48,524.09,20,524.09,3
33.909333,-118.378554,90250,330.81,389.19,120,389.19,2
40.054145,-85.689572,46013,542.5,638.24,27,638.24,3
41.949188,-87.686066,60618,343.52,404.14,24,95,4
35.536879,-84.353906,37354,370.22,435.55,100,175,5
40.816744,-73.860739,10473,435.56,512.42,18,0,0
40.730427,-73.260921,11706,511.04,601.22,55,557.11,2
33.98138747,-118.2238783,90255,614.18,722.56,108,0,0
40.917647,-81.111456,44601,291.85,343.35,20,0,0
43.755017,-84.576061,48618,393.78,463.27,24,0,0
44.953151,-93.259895,55407,254.61,299.54,45,288.95,5
39.14026581,-76.62389606,21061,308.43,362.86,20,362.81,5
35.61713475,-84.48829939,37874,335.31,394.48,50,0,0
40.32405033,-104.8352075,80543,382.1,449.53,100,449.53,5
41.575967,-87.184622,46368,376.46,442.89,150,442.89,7
39.754234,-105.033875,80211,478.59,563.05,50,554.22,10
36.02543,-78.90802,27704,378.99,445.87,762,424.43,4
37.550026,-122.367424,94010,901.39,1060.46,106,300,2
21.315469,-158.007452,96706,471,554.12,22,554.12,4
44.511779,-92.887828,55009,511.04,601.22,20,565.93,6
34.80658382,-106.6871146,87031,593.36,698.07,28,698.07,2
21.350264,-157.728836,96795,470.56,553.6,4,553.42,5
42.264639,-70.993087,2169,452.99,532.93,25,0,0
32.17468098,-81.23249575,31407,334.5,393.53,94,393.53,4
40.724286,-73.986425,10009,319.2,375.53,26,375.53,2
32.41,-84.967604,31903,592.91,697.54,54,0,0
44.929413,-93.008057,55119,439.98,517.62,15,513.21,11
29.752987,-95.345077,77003,246.3,289.76,30,45,2
41.820017,-71.394201,2903,454.48,534.68,26,534.69,5
29.348823,-98.610796,78242,449.43,528.74,750,528.74,1
30.0132376,-81.39160573,32095,414.59,487.75,18,487.75,1
28.544386,-81.436996,32811,319.92,376.38,18,0,0
32.492324,-96.405737,75158,435.29,512.11,180,0,0
33.909637,-118.289429,90247,739.08,869.51,24,25,1
40.63426208,-73.92655945,11219,837.27,985.02,920,985.02,3
36.210152,-121.126452,93930,717.69,844.34,22,25,1
37.32483007,-121.8521735,95122,454.03,534.15,55,525.33,5
38.04723409,-84.91508376,40342,316.28,372.09,25,372.1,7
40.255382,-75.634723,19464,571.39,672.22,75,25,1
39.918956,-75.168507,19148,398.37,468.67,26,468.67,13
35.21720327,-90.0364279,38127,460.77,542.08,60,538.55,10
47.695595,-122.386833,98117,453.91,534.01,330,525.19,8
32.901758,-84.30164,30286,152.85,179.82,320,179.82,2
34.087734,-118.219139,90065,389.98,458.8,110,451.56,4
47.52832599,-122.3660526,98126,1193.42,1404.02,150,1404.02,1
34.9523,-82.007288,29301,288.27,339.14,20,60,2
32.487628,-84.972914,31901,499.93,588.15,450,25,1
37.462179,-122.134484,94303,544.91,641.07,31,641.07,1
41.543887,-87.278482,46342,205.65,241.94,29,0,0
33.523277,-112.22428,85303,858.5,1010,27,25,1
41.795708,-87.64256,60609,141.97,167.02,20,165.96,4
40.654386,-74.005757,11232,404.1,475.41,12,0,0
40.895507,-74.158677,7503,676.3,795.65,26,0,0
33.916283,-118.336473,90250,472.91,556.36,24,554.61,13
43.1813,-99.290525,57523,328.8,386.82,45,386.82,7
42.243789,-71.756944,1604,327.34,385.11,25,0,0
40.0424704,-75.1049953,19120,209.6,246.59,120,246.58,2
39.659473,-105.04538,80236,167.45,197,21,197,4
39.042948,-94.40328,64055,472.15,555.47,25,555.47,3
41.680199,-72.684448,6109,282.8,332.71,100,330.94,8
40.749023,-74.000183,10001,303.86,357.48,12,353.07,6
34.158554,-118.417282,91423,177.51,208.84,24,208.84,6
37.53035769,-122.3081739,94403,525.89,618.69,43,0,0
34.039474,-118.182133,90063,524.74,617.34,51,617.34,4
40.086207,-88.51273,61884,511.04,601.22,21,25,1
42.382373,-83.081198,48202,1819.37,2140.44,128,2140.43,2
41.78341,-87.591128,60637,952.78,1120.92,25,465,10
37.484497,-120.854301,95380,389.99,458.81,11,458.81,2
32.76190169,-117.1287203,92116,552.68,650.21,24,650.21,6
34.141226,-79.022906,29545,550.14,647.22,24,0,0
33.478855,-82.266811,30813,762.12,896.61,80,0,0
34.05526221,-118.2702644,90017,268.29,315.64,11,10,1
40.27612,-111.695337,84058,478.03,562.39,450,562.39,1
41.841687,-87.734371,60623,399.45,469.94,30,469.94,6
38.729122,-90.389114,63074,840.31,988.6,600,933.89,2
34.475363,-82.44377,29654,265.88,312.8,175,312.8,1
43.057533,-89.312073,53716,581.66,684.31,50,684.31,2
39.224614,-94.461962,64068,1938.12,2280.14,350,2280.14,2
33.878239,-118.27079,90746,722.76,850.31,25,0,0
42.755487,-71.447022,3060,395.83,465.68,25,465.68,2
34.072123,-118.206004,90031,383.67,451.38,22,451.38,2
37.742393,-122.16829,94603,546.68,643.15,22,643.17,5
42.378565,-71.434627,1776,327.69,385.52,100,20,1
30.15021036,-95.21328099,77357,849.71,999.66,55,0,0
33.948642,-118.218349,90280,460.48,541.74,20,541.74,5
33.869807,-117.557063,92879,328.48,386.45,28,0,0
37.098561,-94.518777,64801,367.7,432.59,100,432.58,3
28.544386,-81.436996,32811,387.5,455.88,17,448.29,3
41.905878,-87.685692,60622,278.35,327.47,17,327.47,4
47.722397,-116.762416,83815,364.09,428.34,620,417.76,5
39.81611,-86.283113,46214,287.39,338.11,15,0,0
47.502087,-122.316475,98168,412.06,484.78,10,484.78,3
33.89827318,-118.3337758,90250,4566.11,5371.89,50,5371.89,3
37.27103,-82.939972,41834,859.88,1011.62,21,0,0
40.710394,-73.689971,11003,578.86,681.01,28,681.01,3
34.018892,-118.260892,90011,498.22,586.14,24,565.14,7
47.510191,-122.317671,98168,204.06,240.07,520,238.31,3
36.724133,-76.300095,23322,289.64,340.75,30,50,1
37.510342,-77.482147,23225,602.18,708.45,100,708.45,1
33.612144,-112.003464,85032,648.43,762.86,20,718.74,4
47.058586,-122.780448,98516,151.38,178.09,26,178.09,1
33.20770964,-117.291934,92056,194.87,229.26,40,0,0
40.221013,-74.279102,7728,316.66,372.54,24,372.54,11
41.313022,-72.942511,6511,638.92,751.67,2,751.67,2
42.281227,-71.080856,2124,222.33,261.56,50,261.57,6
33.773256,-118.183848,90802,416.49,489.99,62,489.99,3
39.683791,-88.316495,61910,375.85,442.18,17,240,10
47.329048,-122.216026,98002,221.93,261.09,130,261.09,1
33.582436,-111.993076,85028,457.06,537.72,100,0,0
33.948642,-118.218349,90280,291.93,343.45,17,333.74,6
41.18649,-95.986824,68157,422.44,496.99,600,496.99,3
33.551912,-117.148066,92563,351.87,413.96,180,351.87,1
37.938972,-121.25219,95206,459.1,540.12,30,20,1
37.54065704,-122.3041611,94403,886.69,1043.16,45,1042.28,23
41.096172,-80.70166,44509,223.63,263.09,90,0,0
40.917647,-81.111456,44601,200.32,235.67,20,30,1
36.867148,-76.739008,23487,449.65,529,18,529,1
37.04430521,-94.51422818,64804,434.88,511.62,24,485.15,3
40.908534,-74.545915,7801,445.6,524.24,13,480.12,10
41.892271,-71.388328,2863,329.03,387.09,63,0,0
40.827503,-73.918777,10451,454.1,534.24,200,534.24,2
30.01547,-90.123562,70005,475.27,559.14,26,50,1
39.845887,-89.53963,62561,418.58,492.45,550,490.69,2
33.564224,-84.391391,30274,423.07,497.73,25,497.73,1
32.734347,-96.844452,75208,305.09,358.93,110,358.93,4
32.873436,-111.741219,85122,246.21,289.66,29,289.66,8
32.74819946,-86.84790802,36870,485.58,571.27,18,571.27,2
45.526178,-122.43712,97030,304.89,358.69,100,304.89,1
29.919176,-95.464573,77038,757.47,891.14,42,891.14,1
41.626659,-87.482021,46312,436.3,513.29,22,0,0
34.71260255,-81.17498146,29706,474.56,558.31,20,0,0
41.632746,-81.461485,44095,876.44,1031.11,24,155,6
47.576057,-122.292999,98144,178.93,210.51,148,210.51,3
38.10795975,-122.6135254,94945,303.07,356.55,25,20,2
33.927942,-83.337242,30605,515.26,606.19,16,150,2
40.808205,-73.925697,10454,5553.15,6533.12,520,6533.12,4
40.655557,-89.569366,61611,673.78,792.68,40,230,3
40.963337,-81.334618,44632,199.24,234.4,10,0,0
39.779739,-104.837997,80239,151.27,177.96,30,177.96,2
37.938972,-121.25219,95206,701,824.71,60,70,3
33.216901,-87.529691,35404,869.34,1022.75,21,1022.4,6
35.318786,-97.103221,74801,395.04,464.75,18,0,0
35.427326,-97.57714,73119,358.93,422.27,2,422.27,1
28.62034,-81.421455,32810,214.96,252.89,350,252.89,2
36.28011703,-115.2010422,89084,413.93,486.98,30,44,2
33.216901,-87.529691,35404,555.78,653.86,20,653.86,3
43.555058,-87.973518,53075,288.75,339.71,18,339.71,2
42.982752,-82.463127,48060,503.6,592.47,155,0,0
41.745142,-87.717264,60652,370.56,435.95,76,435.96,3
34.397934,-77.677673,28443,457.49,538.22,250,538.22,1
34.724401,-76.748594,28557,146.37,172.2,43,152.61,6
37.251573,-121.819872,95123,263.75,310.29,175,310.29,3
37.68123999,-82.78078549,41472,478.03,562.39,23,539.45,8
35.655813,-105.971942,87505,555.73,653.8,40,618.5,5
37.625178,-122.090671,94545,903.01,1062.36,30,1057.96,5
38.732189,-90.303719,63135,502.83,591.56,5,588.92,3
38.176487,-85.841358,40216,360.22,423.79,24,0,0
31.81522606,-81.59980556,31313,464.42,546.38,20,546.38,3
31.80338593,-81.64890096,31313,465.84,548.05,700,96,2
46.278048,-87.436554,49841,450.66,530.19,130,530.19,1
40.699994,-73.367181,11757,388.47,457.02,23,457.02,1
41.781454,-87.634898,60621,339.35,399.24,10,399.24,7
36.193047,-115.145981,89106,193.42,227.55,100,10,1
40.871163,-74.163015,7013,480.47,565.26,110,544.08,5
30.1811,-81.82023,32065,175.05,205.94,30,205.05,3
40.594613,-78.329144,16617,324.08,381.27,100,381.27,2
35.147064,-89.976849,38112,476.32,560.38,20,551.55,9
40.645143,-73.980752,11218,415.62,488.96,30,40,2
61.217903,-149.720276,99504,404.48,475.86,20,471.89,4
40.72683401,-74.21171308,7112,798.49,939.4,180,926.16,10
35.383418,-77.910841,27534,334.84,393.93,36,393.93,4
31.231279,-81.521751,31525,548.42,645.2,100,645.2,2
36.062988,-115.000748,89011,442.36,520.42,35,520.42,2
26.723497,-80.059434,33401,142.09,167.16,75,167.16,2
47.397661,-122.301891,98198,911.12,1071.91,30,1071.91,1
37.355715,-81.102382,24740,231.22,272.02,7,272.02,1
45.005726,-93.042366,55109,174.1,204.82,25,204.82,1
36.737635,-119.734332,93727,381.65,449,40,449,1
36.24931,-81.116483,28635,443.57,521.85,15,60,2
39.779739,-104.837997,80239,190.38,223.98,40,223.98,1
37.742393,-122.16829,94603,213.66,251.36,22,251.36,3
